COUNTRY,DE_CONSUMPTION,FR_CONSUMPTION,DE_FR_EXCHANGE,FR_DE_EXCHANGE,DE_NET_EXPORT,FR_NET_EXPORT,DE_NET_IMPORT,FR_NET_IMPORT,DE_GAS,FR_GAS,DE_COAL,FR_COAL,DE_HYDRO,FR_HYDRO,DE_NUCLEAR,FR_NUCLEAR,DE_SOLAR,FR_SOLAR,DE_WINDPOW,FR_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,FR_RESIDUAL_LOAD,DE_RAIN,FR_RAIN,DE_WIND,FR_WIND,DE_TEMP,FR_TEMP,GAS_RET,COAL_RET,CARBON_RET
DE,-0.32828571,-1.062255111,-1.380463808,1.380463808,-1.046122111,1.002243299,1.046122111,-1.002243299,0.544007923,-0.730992207,-1.183566036,-0.455367049,0.523610481,1.061971135,-0.646234418,-1.200788274,0.509242318,1.884098088,0.359210346,-0.304660869,-2.244027636,-0.676136781,-1.130258055,0.974454262,-0.0694164,-0.138917703,-0.695012869,-0.63404552,-0.168490638,0.12281762,0.220077277,5.453331197
DE,1.028986766,1.629315058,1.129663407,-1.129663407,-0.391260725,-1.823117418,0.391260725,1.823117418,2.170760744,2.122272358,1.831622726,0.857983016,1.223031514,1.885951633,0.125765279,-0.277100219,-1.234092509,-0.360468221,-1.210164624,0.326871709,0.892260539,2.156285201,1.568697472,0.194458005,-0.516738281,-1.106066502,-0.945562496,-0.667496081,-1.566773305,0.689482911,1.095473337,0.34279802
FR,0.009663259,-0.914149679,-1.099667264,1.099667264,-0.71790053,1.587396239,0.71790053,-1.587396239,-0.568107919,-0.997463776,0.051137142,-0.779591839,1.807368802,-0.646572576,0.073293755,-0.253715444,0.859769383,1.350888239,-0.56901917,1.040833231,-0.561910535,0.117359276,-1.22918881,-0.574185734,0.397199533,0.957787573,2.492935043,-1.224146132,-0.361320672,1.745949812,0.969068082,2.023576242
FR,0.453075528,-0.578402374,-1.400157389,1.400157389,-1.182788415,1.182857502,1.182788415,-1.182857502,0.945203115,-0.401622176,-0.298014607,-0.778130704,2.729239339,-0.201196148,-0.918459817,-0.095332535,1.605236639,1.405409527,-0.836617369,-0.540480184,0.150274538,0.543805009,-0.54262786,-0.602651256,-0.656495109,-0.79444319,-0.883520379,0.988114995,0.792063111,-0.542134114,0.148434937,-1.559322472
DE,0.096422081,-0.660702644,-2.066913327,2.066913327,-1.252371944,1.879430701,1.252371944,-1.879430701,0.319901035,-0.366077243,-1.089995843,-0.771686994,0.330832345,1.341111424,-0.318890423,-0.311568389,-0.13732533,0.852852966,-0.159662265,0.832830934,-0.294528505,0.261703534,-0.884669653,-0.336010375,-0.301093542,-0.537088542,-0.398465196,0.454370555,1.008864894,1.031524301,-0.543077187,-1.014006544
FR,1.877137085,1.670674764,0.426346098,-0.426346098,0.282488062,-1.863255931,-0.282488062,1.863255931,0.933854912,1.605916263,0.479476785,0.763892233,-0.768208846,0.000409383,-0.118146381,-0.099801561,-1.340032983,-0.880492819,1.188755419,1.496389742,0.384105689,0.342294914,1.33421579,-0.406098319,0.870056855,1.339707211,1.596435767,-0.992376396,-0.378969185,0.712444147,1.766895278,0.902372092
FR,1.585748513,2.632104553,0.021249291,-0.040560157,0.02797545,-0.005295786,-0.046724603,0.028131266,0.960728422,1.508818124,2.105919895,1.197166042,-0.88946698,3.007098178,0.14326623,1.061625985,-0.451141646,0.545725651,0.500325517,2.03714396,1.439807238,0.780630311,2.122267687,-0.257192263,-0.311928825,-0.346666141,0.450659755,-3.494384606,-3.217618629,-2.84659011,-0.721817361,-1.424329048
DE,0.23163299,-0.492398419,-1.005177205,1.005177205,-0.68908031,1.115351296,0.68908031,-1.115351296,0.872325116,0.07221852,-0.591294941,-0.382036997,-1.191154473,-1.238593026,0.016749815,-0.566465346,2.155170857,0.39551394,-0.741317399,1.527040216,-0.51155583,0.105763222,-0.83301964,-1.022472101,-0.416541078,0.646907082,2.483250501,-2.072059131,-0.146178177,0.09351946,0.233405346,-0.046810407
FR,1.049722485,0.729670486,0.321335407,-0.321335407,1.532290265,1.252263204,-1.532290265,-1.252263204,-0.131866096,-0.252418698,-1.023215076,-0.779066251,0.103066006,-0.303527376,0.730962962,0.772079877,-1.047257396,-0.435601893,2.957291475,3.343603667,-1.630877266,-1.543992001,0.025559928,2.514713158,-0.350553303,0.383035378,0.360658706,0.422603999,0.57434287,-1.282906258,-0.367248062,-1.012443186
FR,-0.322984325,-0.895715089,-1.911234053,1.911234053,-1.64919608,0.722010969,1.64919608,-0.722010969,0.830799547,-1.286707013,-1.232494181,-0.777825863,0.822382291,-0.66175615,-0.608783846,-0.888004025,0.001530374,0.686618673,-0.387363657,1.223459505,-1.228446479,0.131205651,-1.185983669,3.260240277,0.14979918,-0.647250049,-0.256123814,-0.230831871,0.257618876,0.76038592,-0.025145889,-0.520498546
FR,0.630432372,-0.254440555,0.32413946,-0.32413946,1.078580564,0.14420198,-1.078580564,-0.14420198,-0.448118781,-0.209641351,-0.242395007,0.081815528,-0.015790977,-0.757569305,-0.055290194,-0.052691186,-0.799340312,0.432287992,1.948931198,0.409775051,-0.296042363,-1.018727182,-0.36556039,-0.220675607,-1.0345903,0.228788836,-0.110134324,-1.713638448,-1.417414948,-0.322509028,-0.564344523,-0.427269811
FR,1.015307672,1.324494654,0.649822586,-0.649822586,-0.019641264,0.004875576,0.035574188,-0.004663375,1.580078732,1.491906975,2.303274519,0.248511051,-0.949838781,1.234119015,0.156825289,1.047769759,-0.774864297,-0.046303209,-0.622930609,0.895641331,1.189317341,1.486626325,1.121476924,1.167353275,1.3476513,-0.911307045,-0.475934037,-0.887396053,0.134573909,-0.091352972,0.63874287,-0.01741206
DE,-0.078638376,-0.609330228,-0.665669446,0.665669446,-1.522630346,1.006199663,1.522630346,-1.006199663,0.472023293,-0.883827431,-0.269766754,-0.582790629,2.443673861,-0.052429961,0.082216525,-0.339397091,1.808347616,1.616011909,-1.165923955,0.251287048,-0.966192644,0.386803343,-0.761857568,-1.331958011,-0.138887335,-0.16527271,1.599904838,-0.543306985,0.347910709,0.286913995,0.088025414,-0.498546913
FR,0.710436928,0.302015051,0.010281176,-0.010281176,-0.574292649,0.19710352,0.574292649,-0.19710352,1.974545486,1.0655498,0.000401701,-0.78299765,0.092775358,0.659795892,-0.489127887,0.16313383,0.923212499,0.102670646,-0.741041767,-0.577112395,0.124204641,0.889332551,0.373842192,-0.214067715,0.247010492,0.309057629,0.254031732,0.514778408,-0.439479806,0.065679985,-1.250162884,-0.240992238
FR,0.34520575,-0.716771347,0.209108084,-0.209108084,-0.522757769,-1.036898388,0.522757769,1.036898388,0.04927054,0.673183634,-1.005622138,-0.783018673,-0.031569971,-0.80471165,-2.601276413,-1.843584253,1.867824923,1.926532896,0.509746681,-0.598296456,-0.589456444,-0.94596472,-0.715704441,-0.427554698,-0.39461664,1.811398887,0.37371463,1.173267975,0.90712072,0.160633146,-0.155348597,1.220434712
FR,0.524153475,-0.625358567,0.300163721,-0.300163721,-0.421191379,-0.426331405,0.421191379,0.426331405,-0.070827251,1.07513086,-1.151496369,-0.750516305,-0.462405094,-1.380146383,-1.86150624,-1.837211631,-0.49664529,-0.691212155,1.510201177,2.6768707,-0.188299822,-0.800958542,-1.151392825,-0.463395795,1.416543792,1.186272597,1.62256694,-0.298549342,0.213809536,-0.996865273,-0.183967416,-0.041376267
DE,0.172371906,-0.466075402,0.669385745,-0.669385745,-0.145200295,-2.335635366,0.145200295,2.335635366,0.527862891,0.60263542,-0.253729297,-0.760145079,1.850418012,0.034098728,-1.903697522,-2.298731347,2.387008567,2.080166096,0.138144227,-0.318008725,-0.200757612,-0.345412182,-0.527927457,-0.866166156,1.124524621,0.91773897,1.059724599,2.073404783,0.263692381,0.225178758,-2.027712135,0.060707854
FR,1.039643806,-8.57E-05,1.160725356,-1.160725356,0.083276445,-0.354057983,-0.083276445,0.354057983,0.315611254,0.463452541,0.237482737,0.208303561,0.165838957,-1.042305537,0.085745953,-0.106142478,-0.630045142,0.282521353,0.645586993,-0.115479266,-0.034472917,0.203557266,-0.021733991,-0.081056664,-0.355201229,0.79163386,0.594765786,-0.230380148,-0.493848731,-0.88185508,0.543525886,0.037288277
DE,0.222003975,-0.869954103,-0.972050256,0.972050256,-1.46061837,-0.742504348,1.46061837,0.742504348,1.952830981,1.020783429,-0.100591783,-0.781084509,-0.007386948,-1.280707866,-1.851507935,-2.059057876,-0.172441241,0.498214243,-0.360292598,1.231597601,-0.370656643,0.534629425,-1.158138746,-0.545102659,-0.348743633,0.483263411,0.883510738,0.267114253,1.361247757,0.218966914,-0.250767925,-0.092442516
FR,0.124330719,-0.475158382,-0.941770833,0.941770833,-0.032816922,1.143236774,0.073100118,-1.143236774,0.370042386,-0.253541964,0.753871008,0.477877699,0.950157835,0.30519248,-0.017359287,0.028214958,1.17299623,1.00773793,-0.749240924,-0.611131099,1.163651139,0.384146324,-0.401600754,-0.70400942,-0.327124596,-0.601979783,-0.614514884,0.237816315,0.157673364,-0.050494267,0.377837628,-0.46151405
FR,0.621925967,2.261158916,1.743033657,-1.743033657,0.267362278,-1.691992481,-0.267362278,1.691992481,2.054023149,2.063662732,0.659524386,0.696616956,-0.615735747,2.67988078,0.20284882,1.136006268,-1.427139959,-0.97260876,-0.342873382,-0.631142102,0.413651152,1.226443954,2.475472675,0.151903371,0.293976461,0.454156827,0.061978477,-0.24006863,-1.57064837,-0.429606956,0.721945126,-0.766893644
FR,1.230358777,1.133453926,0.944030763,-0.944030763,0.98812307,0.714313084,-0.98812307,-0.714313084,-0.035410395,1.061891416,-0.677885142,-0.770625306,0.544020266,1.263462978,0.04694313,0.811805725,-0.679593191,-0.857196095,2.586100694,2.604982035,-1.347044645,-1.214063158,0.594540247,-0.33564915,-0.403226212,-0.249237459,-0.190589858,2.36016199,1.733729811,-1.077708834,1.221194406,-0.236783725
DE,-0.295295867,-0.765120232,-0.717490081,0.717490081,-1.117138811,-0.200305414,1.117138811,0.200305414,1.533595366,0.306421718,-1.240316179,-0.775944257,2.306979755,0.593250909,-1.218842323,-1.920695093,2.140859887,2.05449102,-0.977976231,-0.245628412,-0.462172518,-0.00127903,-0.860628311,-0.962519278,-0.193836504,-0.871600166,-0.917233688,0.102046466,0.472708175,0.891048682,0.861407668,1.124457259
FR,0.031578959,-0.6933023,-0.577113546,0.577113546,-0.467340018,1.175801757,0.467340018,-1.175801757,0.532864953,0.201682705,1.110380471,0.15657518,0.792882434,-0.000980129,0.06718513,-0.23675481,0.697410284,0.565990324,-0.972967541,-0.514431379,-0.183666785,0.68688975,-0.619215282,2.383629879,0.798208114,0.071496557,0.69368429,1.100208139,0.713569635,0.338003497,-1.207689169,0.644785002
DE,-0.268838559,-0.979253732,-2.000181217,2.000181217,-1.48409611,1.390858607,1.48409611,-1.390858607,0.686190443,-0.809403283,-1.310588254,-0.780464315,1.220287341,0.313036906,-0.586333344,-0.820279063,1.105695375,0.930309357,-0.286079048,0.375532085,-1.508027682,-0.270119276,-1.1377165,0.012793417,0.590231736,-0.2615708,-0.696057285,-0.852567359,0.333249269,1.258738842,-0.342494018,-0.399050003
FR,0.870205702,1.233066632,0.883319759,-0.883319759,-0.007865196,0.004875576,0.015391767,-0.004663375,1.68904965,1.465632317,2.324888625,0.273728768,-0.915708132,0.866289978,0.164223513,1.053937623,-0.518671739,-0.230618542,-0.731689216,-0.350220402,1.225615242,1.403757648,1.315283539,-0.201357051,0.208448243,-0.894950397,-0.865761589,-0.678723018,0.341184745,0.552150582,0.417692575,0.598946694
FR,1.231695365,1.26965575,0.025298057,-0.045450217,0.014159575,0.024462639,-0.034471889,-0.025039463,0.541971685,0.726136972,-0.262330347,-0.121198133,-1.075727706,0.69061779,0.820342068,1.55784373,-1.12265361,-1.179316765,1.251841964,0.322377859,1.091600956,0.097374058,1.264296165,-1.228213682,0.962363656,-0.462355694,-0.364923907,-1.044338206,0.456897012,0.078996281,-0.60677192,0.270358868
DE,0.13337362,-0.872190792,0.001825544,-0.001825544,0.275190015,1.109921883,-0.275190015,-1.109921883,-0.8153418,-0.97530036,-0.736172405,-0.783092255,1.122011654,-0.619123402,0.010364474,-0.220621138,1.376238199,1.99768874,0.37951719,0.23561895,-0.693351263,-0.801006266,-1.053996304,-0.927912944,-0.821835879,1.07204238,1.669734421,-1.364331255,-0.451405863,0.050676359,-0.072820225,0.432884927
DE,1.463348381,0.917991559,0.749746856,-0.749746856,1.578686882,0.355358241,-1.578686882,-0.355358241,-0.269758834,0.106427078,-0.481653192,-0.155172148,-0.546273874,-0.525457674,-1.883523396,-0.164959772,-0.601393729,0.220990186,3.499530087,4.516200979,-1.987135381,-2.186572322,-0.126044916,0.825237345,0.358960027,4.697141044,4.965027529,1.493695193,0.81006775,0.927373128,0.071500978,-0.202937047
DE,0.334514597,-0.463691061,-0.022019773,0.022019773,-0.290348015,0.483922256,0.290348015,-0.483922256,0.581770879,0.201740423,-0.531869265,-0.340788843,-0.634430424,-1.139078717,-0.001847555,-0.638935428,1.976860103,2.323161355,-0.064273572,0.698054244,-1.398049046,-0.451892113,-0.747032921,-0.165418701,-0.343751127,1.717866542,1.425871296,-1.286954716,-0.41073132,-0.641472114,-0.129531353,-1.282390344
FR,-0.32828571,-1.062255111,-1.380463808,1.380463808,-1.046122111,1.002243299,1.046122111,-1.002243299,0.544007923,-0.730992207,-1.183566036,-0.455367049,0.523610481,1.061971135,-0.646234418,-1.200788274,0.509242318,1.884098088,0.359210346,-0.304660869,-2.244027636,-0.676136781,-1.130258055,0.974454262,-0.0694164,-0.138917703,-0.695012869,-0.63404552,-0.168490638,0.12281762,0.220077277,5.453331197
FR,0.107217121,-0.751796306,-1.175920111,1.175920111,-0.857479671,1.341463841,0.857479671,-1.341463841,-0.614941389,-1.239800664,-1.046062025,-0.782629738,1.662099156,-0.417985252,0.036213878,-0.222870843,0.658128801,1.289690875,0.336433464,0.609126039,-0.73372712,-0.510829987,-0.952590069,0.421244378,-0.058538678,1.065731364,1.178149678,-0.49332358,-0.580237675,-0.056169956,0.775730496,1.623283034
FR,1.529204022,1.106682238,-1.855326892,1.855326892,-0.21865849,1.450425856,0.21865849,-1.450425856,1.810664558,1.38826903,0.359723097,-0.29400099,-0.470809123,1.708814142,0.207265826,0.712492426,-1.325306111,-0.855248907,-0.057213614,2.968535375,0.790548199,1.547782358,0.5095136,1.964281929,1.902632325,-0.779338852,-0.237887298,-0.325190473,0.466134705,0.876984097,0.819519509,1.320372762
FR,0.324514996,-0.798038054,0.990156345,-0.990156345,0.156207686,-2.13259256,-0.156207686,2.13259256,-0.111475548,0.298834122,0.417380823,-0.7698159,0.007534491,-1.635715499,-1.871353135,-2.116078576,-0.018347792,1.654705333,0.643113405,-0.576655247,-0.087719722,-0.344559363,-0.770693999,1.149533453,-0.275066504,0.90851971,1.241565864,-0.459705933,0.699130662,-0.11760842,-0.347357451,-0.251385994
FR,-0.225104844,-1.009699574,-0.164961256,0.164961256,-1.371729888,0.687135394,1.371729888,-0.687135394,-0.141419512,-0.747308424,-0.707654376,-0.79481287,2.844494595,-0.113467425,0.064464965,-0.667044187,1.730302071,1.546274731,-1.115156847,-1.052662658,-0.409685797,0.260338193,-0.899095211,-0.800975581,-0.301725562,-0.348144358,0.055952633,0.307971805,0.754322176,0.987404045,-1.171581283,-0.073255491
DE,-0.06065181,-0.637154532,-1.04715105,1.04715105,-1.815673608,-0.888973523,1.815673608,0.888973523,1.73422918,-0.080661102,-0.902152475,-0.787969713,3.164533743,0.502351573,-1.197195862,-1.688468238,0.40098982,1.885892283,-0.79559201,-0.377597523,-0.643803949,0.55789312,-0.68663119,-0.937205788,-0.656610297,-0.672979643,-0.821550752,-1.295860236,-0.421501745,-1.229981801,-0.055642388,-0.552187542
DE,0.541538421,-0.367825858,0.577851897,-0.577851897,0.26936434,0.612198913,-0.26936434,-0.612198913,-0.404440273,-0.823406371,-0.894611146,-0.768880353,0.676426602,0.504195834,-0.071699945,-0.463541687,0.362923296,1.537095127,1.166204484,0.87999911,-1.072216325,-0.865969897,-0.628008416,0.343475207,1.14990092,2.028954087,1.534799147,-1.353146856,-1.827650865,-0.220005444,0.27810913,0.237143706
FR,0.225039983,-0.38078113,0.342202777,-0.342202777,0.968305749,0.234530451,-0.968305749,-0.234530451,0.384831267,0.050685553,1.732279154,0.207441596,1.378763318,-0.551631024,0.140102275,0.032886101,-0.054868601,0.86489772,-0.3519574,-0.572670297,0.225535362,0.492102607,-0.304170348,-0.693403663,-0.850385921,-0.91566151,-1.069080459,-0.639264997,-0.047712131,0.605669742,0.23449323,0.840555902
FR,1.123859699,-0.090563985,0.104488656,-0.104488656,1.438587169,0.311713109,-1.438587169,-0.311713109,-0.281722737,0.135849545,-0.430705282,0.054873882,-0.283347821,-0.145969369,-0.24707492,0.242305469,-1.151196954,0.34488703,2.705146398,0.168099067,-0.221708777,-1.240320019,-0.146129254,0.470409096,-0.757916947,0.624706362,-0.617924594,-0.865057642,-0.546971015,-0.658662381,0.344733159,-1.037793446
FR,-0.092114345,-0.831455035,-0.584873599,0.584873599,-1.008720189,-0.76864076,1.008720189,0.76864076,0.033121484,-0.072447497,-1.067933192,-0.778719362,0.688603869,-0.779826757,-2.385542744,-1.931637139,1.62209542,2.126175387,0.263774335,0.600073648,-0.614958645,-0.952709458,-1.067890999,-0.126910796,-0.015632528,0.955699012,1.609858024,-0.176491927,-0.951892725,-0.231803234,0.023353886,0.908284724
DE,1.184358135,0.875160096,0.073426707,-0.073426707,0.01700416,0.707811613,-0.01700416,-0.707811613,1.558042292,1.100091342,-0.12959508,-0.794949523,-0.715040499,2.061926987,-0.163621702,0.843596179,-0.705074576,-0.813481706,0.322407003,-0.066473873,0.198926152,0.801095888,0.929859651,0.063218635,0.093011865,-0.098278881,-0.151885024,0.300685395,-0.339684558,0.981583684,-0.160753608,0.319083118
FR,-0.613645682,-0.981411356,1.104079142,-1.104079142,-0.772836911,-2.014011487,0.772836911,2.014011487,1.516371852,0.361000018,0.520483256,-0.769731806,-1.096823535,-1.073923246,-1.876427993,-2.441777161,1.475340846,1.916713501,-1.003864321,-0.566429797,-0.033678142,0.243945812,-0.971846109,-0.520312943,0.025897423,0.247114231,1.1784357,-0.125642885,-0.133638548,0.879503124,-2.281067244,2.255319605
DE,1.081109043,0.381029826,1.377593844,-1.377593844,1.097691328,-2.094415413,-1.097691328,2.094415413,0.736557148,1.301284725,0.541918993,-0.486944383,0.63080473,-0.247959536,-1.874125511,-1.65142539,-0.610232472,0.701361674,1.142551022,1.750046451,0.039725052,-0.333994577,-0.160087954,0.275907671,0.150453934,2.186754402,2.419142532,-1.378450174,-1.070183616,0.034188662,-0.509080581,0.42071099
DE,1.246258281,0.833343145,1.1824622,-1.1824622,1.032952498,-0.123144356,-1.032952498,0.123144356,2.815121366,1.597613862,1.312713684,-0.659568539,2.061890825,1.132886765,-0.59992895,0.487120367,-0.980205426,-0.372958046,-0.019227302,0.506297949,0.688529933,1.252830501,0.743407943,-0.457845443,-0.831288904,-0.653932109,-0.917209049,-0.433431949,-0.004200002,0.620799038,-0.012529001,0.347246947
DE,0.080584599,-0.492467006,-0.016194299,0.016194299,0.96984741,0.373363455,-0.96984741,-0.373363455,-0.410750195,-1.137210509,-1.267583004,-0.781841356,1.119610503,-0.924020186,-0.967725618,-0.069460271,0.927554912,-0.173148654,2.149925885,-0.25267539,-2.22921075,-2.110006413,-0.415301552,-0.158541545,-0.02831689,0.27520572,-0.780025996,0.903008497,0.702167417,0,0.751742764,-0.096037695
FR,0.183535982,-0.579884609,-0.080339724,0.080339724,0.716728707,0.52211977,-0.716728707,-0.52211977,0.940241294,0.122357033,1.786545249,-0.287662397,-0.087997023,-0.538039072,0.016854236,-0.016172785,0.110722746,-0.597051666,-0.657873143,-0.149510908,0.700502028,0.680166799,-0.499535669,-0.748209039,0.242710719,-0.656483006,-0.543210087,1.64612888,2.190273678,-0.189796095,-2.521779215,-0.007079333
FR,1.066915162,0.807365919,-2.039503167,2.039503167,-1.618458583,0.696194161,1.618458583,-0.696194161,1.956167031,1.167549464,-0.000660643,-0.289039438,0.064133055,0.588084451,0.212502536,0.2564008,-0.332193581,-0.09544191,-0.656825032,1.925250542,-0.257375905,1.433537833,0.379480264,0.67739928,1.330219925,-0.871847696,-0.211671717,0.015596938,-0.043626179,1.573358101,1.414528771,0.356392638
DE,0.223900317,-0.555991658,-1.609265823,1.609265823,-1.144396402,0.094953786,1.144396402,-0.094953786,1.346108566,0.348066919,0.328382643,-0.773116593,0.212661405,-0.495608434,0.006177194,-0.530735597,0.404808262,1.130967167,-0.922380244,-0.813971074,0.33171043,0.845985076,-0.443689575,0.7933263,-0.374770141,-0.680094106,-0.882815088,1.052311849,0.386520592,1.936895277,0.785730265,1.939926774
FR,1.408520366,1.391107614,0.025629991,-0.045450217,0.014159575,0.023321388,-0.033973342,-0.024603038,0.736500809,0.963234911,0.019075344,0.327328243,-0.82051964,0.932771801,0.68987332,1.760980306,-1.134701678,-1.054362875,1.072079202,-0.158597801,0.963711486,0.377161925,1.486483273,-0.967633729,0.555445609,-0.510426797,-0.98539571,-0.885387264,-0.29812615,-0.236739642,0.616277485,0.787153308
FR,-0.163169034,-1.000509904,-0.844215879,0.844215879,-1.248087931,-0.483415107,1.248087931,0.483415107,1.231829748,0.149892591,-0.551607875,-0.784101385,0.566488181,-0.433194091,0.032470388,-1.3954016,0.677312705,1.054053208,-1.003059903,-0.803068528,0.0028153,0.577328467,-0.916060255,0.028254862,-0.704780253,-0.715431468,-0.720297495,0.366904831,0.281705813,0.10763034,0.326670003,0.726900168
